Name,Set Name,Owner,Quantity,MARKET
Splash Portal,Bloomburrow,Eric,1,0.23
Split the Party,Adventures in the Forgotten Realms,Eric,1,0.08
Split the Spoils,Commander Legends: Battle for Baldur's Gate,Eric,1,0.01
Split Up,Duskmourn: House of Horror,Eric,1,3.92
Splitskin Doll,Duskmourn: House of Horror,Eric,1,0.08
Spoils of the Hunt,Adventures in the Forgotten Realms,Eric,1,0.03
Spoils of the Hunt,Adventures in the Forgotten Realms,Eric,1,0.02
Spore Crawler,Innistrad: Crimson Vow,Eric,1,0.05
Spore Crawler,Innistrad Remastered,Eric,1,0.05
Spore Crawler,Innistrad Remastered,Eric,1,0.03
Sporeback Wolf,Innistrad: Crimson Vow,Eric,1,0.03
Squad Rallier,Foundations,Eric,1,0.02
"Squee, the Immortal",Multiverse Legends,Eric,1,0.44
"Sram, Senior Edificer",Neon Dynasty Commander,Eric,1,1.92
"Sram, Senior Edificer",Forgotten Realms Commander,Eric,2,1.81
"Sram, Senior Edificer",Multiverse Legends,Eric,1,1.74
Stab,Foundations,Eric,1,0.10
Stab,Foundations,Eric,2,0.04
"Staff of Eden, Vault's Key",Assassin's Creed,Eric,3,2.72
Staff of the Storyteller,Phyrexia: All Will Be One Commander,Eric,1,5.20
Staggering Insight,Theros Beyond Death,Eric,1,0.22
Stall for Time,Dominaria United,Eric,1,0.03
Stalwarts of Osgiliath,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.05
Starfield Mystic,Wilds of Eldraine Commander,Eric,1,0.29
Starforged Sword,Bloomburrow,Eric,1,0.02
Stargaze,Bloomburrow,Eric,1,0.12
Starlit Soothsayer,Bloomburrow,Eric,2,0.01
Starnheim Courser,Kaldheim,Eric,1,0.15
Starscape Cleric Token,Bloomburrow Tokens,Eric,1,0.23
Starseer Mentor,Bloomburrow,Eric,1,0.04
Starstorm,Neon Dynasty Commander,Eric,1,0.19
Staunch Throneguard,Commander Masters,Eric,1,0.03
Steadfast Paladin,Adventures in the Forgotten Realms,Eric,1,0.03
Steam Vents,Ravnica Remastered,Eric,1,16.70
Steampath Charger,Bloomburrow,Eric,1,0.02
Steel-Plume Marshal,Jumpstart,Eric,1,0.33
Steelclad Spirit,Innistrad: Crimson Vow,Eric,1,0.02
Steelshaper's Gift,Commander Masters,Eric,1,4.88
Steer Clear,Outlaws of Thunder Junction,Eric,2,0.04
"Stenn, Paranoid Partisan",Dominaria United,Eric,1,0.14
Stensia Masquerade,Crimson Vow Commander,Eric,1,0.31
Step Between Worlds,Outlaws of Thunder Junction,Eric,1,0.17
Step Between Worlds,Outlaws of Thunder Junction,Eric,1,0.16
Sterling Hound,Outlaws of Thunder Junction,Eric,1,0.03
Sterling Keykeeper,Outlaws of Thunder Junction,Eric,2,0.03
Sterling Supplier,Outlaws of Thunder Junction,Eric,3,0.05
Stern Scolding,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.30
Stickytongue Sentinel,Bloomburrow,Eric,1,0.02
Stimulus Package,Streets of New Capenna,Eric,1,0.08
"Sting, the Glinting Dagger",The Lord of the Rings: Tales of Middle-earth,Eric,1,1.76
Stingerback Terror,Outlaws of Thunder Junction,Eric,1,0.15
Stirring Bard,Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Stitched Assistant,Innistrad: Crimson Vow,Eric,2,0.03
Stitcher's Supplier,Modern Horizons 3 Commander,Eric,1,0.46
Stocking the Pantry,Bloomburrow,Eric,1,0.15
Stoke the Flames,March of the Machine,Eric,1,0.08
Stone Idol Generator,Modern Horizons 3 Commander,Eric,1,0.16
Stone Quarry,Assassin's Creed,Eric,6,0.09
Stonebound Mentor,Strixhaven: School of Mages,Eric,1,0.02
Stonehewer Giant,Double Masters,Eric,1,7.67
Stonehoof Chieftain,Commander Masters,Eric,1,3.18
Stonespeaker Crystal,Commander Legends: Battle for Baldur's Gate,Eric,1,2.13
Stonybrook Schoolmaster,Morningtide,Eric,1,0.33
Stop Cold,Outlaws of Thunder Junction,Eric,1,0.05
Storm King's Thunder,Commander Legends: Battle for Baldur's Gate,Eric,1,1.38
Storm King's Thunder,Commander Legends: Battle for Baldur's Gate,Eric,1,0.86
"Storm, Force of Nature",Secret Lair Drop,Eric,1,49.32
Stormchaser Drake,Innistrad: Crimson Vow,Eric,1,0.18
Stormkeld Vanguard // Bear Down,Wilds of Eldraine,Eric,1,0.05
"Storvald, Frost Giant Jarl",Forgotten Realms Commander,Eric,1,1.57
Storyweave,Kamigawa: Neon Dynasty,Eric,1,0.05
Strangled Cemetery,Duskmourn: House of Horror,Eric,1,0.07
Street Urchin,Commander Legends: Battle for Baldur's Gate,Eric,1,0.19
Street Urchin,Commander Legends: Battle for Baldur's Gate,Eric,1,0.06
"Strefan, Maurer Progenitor",Crimson Vow Commander,Eric,1,0.53
Strength of Solidarity,Zendikar Rising,Eric,1,0.02
Strength of the Coalition,Dominaria United,Eric,1,0.13
"Strider, Ranger of the North",The Lord of the Rings: Tales of Middle-earth,Eric,1,0.08
Strionic Resonator,March of the Machine Commander,Eric,1,4.61
Strix Lookout,Foundations,Eric,1,0.02
Stroke of Genius,March of the Machine Commander,Eric,1,0.23
Stromkirk Captain,Crimson Vow Commander,Eric,1,4.44
Stromkirk Condemned,Crimson Vow Commander,Eric,1,0.16
Stromkirk Occultist,Crimson Vow Commander,Eric,1,0.14
Strongbox Raider,Foundations,Eric,1,0.01
Stronghold Furnace,March of the Machine Commander,Eric,1,0.22
Struggle // Survive,March of the Machine Commander,Eric,1,0.04
Stunning Strike,Commander Legends: Battle for Baldur's Gate,Eric,1,0.05
"Subira, Tulzidi Caravanner",Commander Masters,Eric,1,0.13
Submerged Boneyard,Assassin's Creed,Eric,6,0.09
Subtle Strike,Zendikar Rising,Eric,2,0.02
Sudden Insight,Adventures in the Forgotten Realms,Eric,1,0.10
Sulfur Falls,Tales of Middle-earth Commander,Eric,1,0.67
Sulfurous Springs,Outlaws of Thunder Junction Commander,Eric,1,2.51
Summary Dismissal,Innistrad Remastered,Eric,1,0.26
Summary Dismissal,Innistrad Remastered,Eric,1,0.07
Sun Titan,Forgotten Realms Commander,Eric,1,0.37
Sun Titan,Wilds of Eldraine Commander,Eric,1,0.34
Sun-Blessed Guardian,March of the Machine,Eric,1,0.03
Sunblade Samurai,Kamigawa: Neon Dynasty,Eric,1,0.05
Sunblade Samurai,Kamigawa: Neon Dynasty,Eric,1,0.02
Sundering Eruption,Modern Horizons 3,Eric,1,0.89
Sungrass Prairie,Midnight Hunt Commander,Eric,1,0.14
Sungrass Prairie,March of the Machine Commander,Eric,1,0.14
Sungrass Prairie,Wilds of Eldraine Commander,Eric,1,0.11
"Sunhome, Fortress of the Legion",Outlaws of Thunder Junction Commander,Eric,1,0.10
Sunken Hollow,March of the Machine Commander,Eric,1,0.25
Sunken Hollow,Forgotten Realms Commander,Eric,1,0.23
Sunpetal Grove,Tales of Middle-earth Commander,Eric,1,2.73
Sunscorch Regent,March of the Machine Commander,Eric,1,0.35
Sunscorched Divide,Outlaws of Thunder Junction Commander,Eric,1,0.31
Sunset Revelry,Tales of Middle-earth Commander,Eric,1,0.09
Sunshower Druid,Bloomburrow,Eric,2,0.05
Supernatural Rescue,Innistrad: Crimson Vow,Eric,1,0.02
Supreme Verdict,Tales of Middle-earth Commander,Eric,1,2.03
Supreme Verdict,Ravnica: Clue Edition,Eric,1,2.00
Sure Strike,Foundations,Eric,4,0.03
Surgehacker Mech,Kamigawa: Neon Dynasty,Eric,1,0.16
Surtland Flinger,Kaldheim,Eric,1,0.25
"Surtr, Fiery Jötun",Assassin's Creed,Eric,2,0.87
Swamp,Kamigawa: Neon Dynasty,Eric,1,3.37
Swamp,Foundations,Eric,1,1.86
Swamp,Foundations,Eric,1,1.39
Swamp,Foundations,Eric,1,0.83
Swamp,Foundations,Eric,1,0.82
Swamp,Bloomburrow,Eric,2,0.79
Swamp,Assassin's Creed,Eric,4,0.67
Swamp,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.67
Swamp,Commander Masters,Eric,1,0.50
Swamp,Assassin's Creed,Eric,5,0.47
Swamp,The Lord of the Rings: Tales of Middle-earth,Eric,3,0.36
Swamp,Assassin's Creed,Eric,8,0.32
Swamp,Bloomburrow,Eric,2,0.28
Swamp,Foundations,Eric,1,0.28
Swamp,Foundations,Eric,1,0.26
Swamp,Assassin's Creed,Eric,10,0.24
Swamp,Bloomburrow,Eric,1,0.23
Swamp,Zendikar Rising,Eric,1,0.20
Swamp,Bloomburrow,Eric,1,0.20
Swamp,Bloomburrow,Eric,1,0.20
Swamp,Bloomburrow,Eric,1,0.19
Swamp,Adventures in the Forgotten Realms,Eric,2,0.18
Swamp,Adventures in the Forgotten Realms,Eric,3,0.18
Swamp,Adventures in the Forgotten Realms,Eric,1,0.17
Swamp,Wilds of Eldraine,Eric,3,0.16
Swamp,Adventures in the Forgotten Realms,Eric,1,0.16
Swamp,Bloomburrow,Eric,1,0.14
Swamp,Bloomburrow,Eric,1,0.14
Swamp,Wilds of Eldraine,Eric,2,0.13
Swamp,Adventures in the Forgotten Realms,Eric,1,0.13
Swamp,Commander Legends: Battle for Baldur's Gate,Eric,2,0.12
Swamp,Adventures in the Forgotten Realms,Eric,2,0.12
Swamp,Adventures in the Forgotten Realms,Eric,4,0.12
Swamp,Foundations,Eric,1,0.12
Swamp,Assassin's Creed,Eric,22,0.11
Swamp,Dominaria United,Eric,2,0.11
Swamp,Adventures in the Forgotten Realms,Eric,1,0.11
Swamp,The Lord of the Rings: Tales of Middle-earth,Eric,5,0.10
Swamp,Dominaria United,Eric,1,0.10
Swamp,Innistrad: Crimson Vow,Eric,14,0.10
Swamp,The Lord of the Rings: Tales of Middle-earth,Eric,7,0.09
Swamp,Wilds of Eldraine,Eric,2,0.09
Swamp,Wilds of Eldraine,Eric,4,0.09
Swamp,Dominaria United,Eric,1,0.09
Swamp,Adventures in the Forgotten Realms,Eric,5,0.09
Swamp,Outlaws of Thunder Junction,Eric,2,0.09
Swamp,Dominaria United,Eric,3,0.08
Swamp,Dominaria United,Eric,1,0.08
Swamp,Modern Horizons 3,Eric,1,0.08
Swamp,Streets of New Capenna,Eric,1,0.08
Swamp,March of the Machine,Eric,5,0.08
Swamp,Modern Horizons 3,Eric,2,0.08
Swamp,Adventures in the Forgotten Realms,Eric,4,0.07
Swamp,Dominaria United,Eric,1,0.07
Swamp,Adventures in the Forgotten Realms,Eric,3,0.07
Swamp,Dominaria United,Eric,1,0.07
Swamp,Outlaws of Thunder Junction,Eric,2,0.07
Swamp,Modern Horizons 3,Eric,2,0.06
Swamp,Foundations,Eric,1,0.04
Swan Song,Tales of Middle-earth Commander,Eric,1,9.77
Swarming Goblins,Adventures in the Forgotten Realms,Eric,1,0.10
Swarming of Moria,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.03
Swashbuckler Extraordinaire,Commander Legends: Battle for Baldur's Gate,Eric,2,0.15
Swift Reconfiguration,Neon Dynasty Commander,Eric,1,3.60
Swiftfoot Boots,Neon Dynasty Commander,Eric,1,2.47
Swiftfoot Boots,Crimson Vow Commander,Eric,1,1.53
Swiftfoot Boots,New Capenna Commander,Eric,1,1.31
Swiftfoot Boots,Commander Legends: Battle for Baldur's Gate,Eric,4,1.12
Swiftwater Cliffs,Kamigawa: Neon Dynasty,Eric,1,0.13
Swiftwater Cliffs,Foundations,Eric,1,0.05
Sword Coast Sailor,Commander Legends: Battle for Baldur's Gate,Eric,1,0.22
Sword Coast Sailor,Commander Legends: Battle for Baldur's Gate,Eric,1,0.08
Sword Coast Serpent // Capsizing Wave,Commander Legends: Battle for Baldur's Gate,Eric,1,0.12
Sword of Feast and Famine,Assassin's Creed,Eric,1,25.58
Sword of Feast and Famine,Assassin's Creed,Eric,1,25.33
Sword of Hours,Forgotten Realms Commander,Eric,1,7.19
Sword of Light and Shadow,Assassin's Creed,Eric,1,9.58
Sword of Vengeance,Neon Dynasty Commander,Eric,1,0.96
Sword of Vengeance,Commander 2017,Eric,1,0.49
Sword of War and Peace,Secret Lair Drop,Eric,1,7.86
Swords to Plowshares,March of the Machine Commander,Eric,2,1.42
Swords to Plowshares,Neon Dynasty Commander,Eric,1,1.35
Swords to Plowshares,Wilds of Eldraine Commander,Eric,1,1.32
Swords to Plowshares,Modern Horizons 3 Commander,Eric,1,1.31
Swords to Plowshares,Tales of Middle-earth Commander,Eric,2,1.31
Swordsworn Cavalier,March of the Machine,Eric,1,0.01
Sylvan Anthem,Modern Horizons 2,Eric,1,2.09
Sylvan Offering,Tales of Middle-earth Commander,Eric,1,0.12
Sylvan Ranger,Wilds of Eldraine Commander,Eric,1,0.11
Sylvan Shepherd,Adventures in the Forgotten Realms,Eric,1,0.07
Sylvan Shepherd,Adventures in the Forgotten Realms,Eric,1,0.02
Synchronized Spellcraft,Zendikar Rising,Eric,1,0.03
Syncopate,Dominaria,Eric,1,0.05
Syphon Essence,Innistrad: Crimson Vow,Eric,2,0.02
Syphon Mind,Modern Horizons 3 Commander,Eric,1,0.42
"Syr Armont, the Redeemer",Wilds of Eldraine,Eric,1,0.03
"Syr Elenora, the Discerning",March of the Machine Commander,Eric,1,0.04
"Syr Konrad, the Grim",March of the Machine Commander,Eric,1,0.80
"Syr Konrad, the Grim",Modern Horizons 3 Commander,Eric,1,0.47
"Taii Wakeen, Perfect Shot",Outlaws of Thunder Junction,Eric,1,0.23
Tainted Peak,Forgotten Realms Commander,Eric,1,1.15
Tainted Peak,Crimson Vow Commander,Eric,1,0.28
Tainted Peak,Outlaws of Thunder Junction Commander,Eric,1,0.17
Tainted Peak,Modern Horizons 3 Commander,Eric,1,0.13
Tainted Wood,Modern Horizons 3 Commander,Eric,1,0.15
Take for a Ride,Outlaws of Thunder Junction,Eric,2,0.09
Take Out the Trash,Bloomburrow,Eric,2,0.02
Take the Fall,Outlaws of Thunder Junction,Eric,2,0.05
Take Up the Shield,Outlaws of Thunder Junction,Eric,2,0.09
Take Up the Shield,Dominaria United,Eric,1,0.08
Tale of Tinúviel,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.06
Tales of Master Seshiro,Kamigawa: Neon Dynasty,Eric,1,0.11
Tales of Master Seshiro,Kamigawa: Neon Dynasty,Eric,1,0.02
Talion's Messenger,Wilds of Eldraine,Eric,1,0.15
Talisman of Conviction,Modern Horizons 3 Commander,Eric,2,0.32
Talisman of Conviction,Phyrexia: All Will Be One Commander,Eric,1,0.31
Talisman of Conviction,Tales of Middle-earth Commander,Eric,1,0.30
Talisman of Creativity,Modern Horizons 3 Commander,Eric,1,1.38
Talisman of Impulse,Modern Horizons 3 Commander,Eric,1,0.70
Talisman of Indulgence,Forgotten Realms Commander,Eric,1,2.65
Talisman of Indulgence,Modern Horizons 3 Commander,Eric,1,1.93
Talisman of Progress,Modern Horizons 3 Commander,Eric,1,0.50
Talisman of Progress,Tales of Middle-earth Commander,Eric,1,0.50
Talisman of Progress,Murders at Karlov Manor Commander,Eric,1,0.49
Talisman of Resilience,Modern Horizons 3 Commander,Eric,1,0.18
Tamiyo's Compleation,Kamigawa: Neon Dynasty,Eric,1,0.04
Tangled Islet,Dominaria United,Eric,1,0.20
Tangled Islet,Dominaria United,Eric,1,0.20
Tanglespan Lookout,Wilds of Eldraine,Eric,1,0.05
Tanuki Transplanter,Neon Dynasty Commander,Eric,1,0.38
"Targ Nar, Demon-Fang Gnoll",Adventures in the Forgotten Realms,Eric,1,0.20
Tarmogoyf Nest,Modern Horizons 3 Commander,Eric,1,0.16
Tarmogoyf Token,Modern Horizons 3 Commander Tokens,Eric,3,
"Tasha, the Witch Queen",Commander Legends: Battle for Baldur's Gate,Eric,1,3.08
Tasha's Hideous Laughter,Adventures in the Forgotten Realms,Eric,1,7.40
Tasha's Hideous Laughter,Adventures in the Forgotten Realms,Eric,1,6.50
Taste for Mayhem,Ravnica Remastered,Eric,1,0.01
"Tatyova, Benthic Druid",Foundations,Eric,1,0.06
"Tatyova, Steward of Tides",Dominaria United,Eric,1,0.09
Taunt from the Rampart,Tales of Middle-earth Commander,Eric,1,2.79
Taunting Kobold,Commander Legends: Battle for Baldur's Gate,Eric,1,0.16
Taurean Mauler,Neon Dynasty Commander,Eric,1,2.91
Taurean Mauler,Forgotten Realms Commander,Eric,1,1.31
Tavern Brawler,Commander Legends: Battle for Baldur's Gate,Eric,1,0.10
Tavern Brawler,Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Tax Collector,Assassin's Creed,Eric,5,0.11
Tax Collector,Assassin's Creed,Eric,2,0.11
Teapot Slinger,Bloomburrow,Eric,1,0.04
Tectonic Giant,Forgotten Realms Commander,Eric,1,0.37
Teleportation Circle,Adventures in the Forgotten Realms,Eric,1,12.58
Tempered in Solitude,Kamigawa: Neon Dynasty,Eric,1,0.16
Templar Knight,Assassin's Creed,Eric,1,2.43
Templar Knight,Assassin's Creed,Eric,5,2.35
Temple of Abandon,Modern Horizons 3 Commander,Eric,1,0.20
Temple of Abandon,Neon Dynasty Commander,Eric,1,0.18
Temple of Abandon,March of the Machine Commander,Eric,2,0.17
Temple of Deceit,March of the Machine Commander,Eric,1,0.21
Temple of Enlightenment,March of the Machine Commander,Eric,1,0.11
Temple of Enlightenment,Neon Dynasty Commander,Eric,1,0.10
Temple of Enlightenment,Modern Horizons 3 Commander,Eric,1,0.08
Temple of Epiphany,March of the Machine Commander,Eric,1,0.16
Temple of Epiphany,Modern Horizons 3 Commander,Eric,1,0.15
Temple of Malady,Modern Horizons 3 Commander,Eric,1,0.14
Temple of Malice,Crimson Vow Commander,Eric,1,0.19
Temple of Malice,Modern Horizons 3 Commander,Eric,1,0.18
Temple of Malice,Outlaws of Thunder Junction Commander,Eric,1,0.15
Temple of Mystery,New Capenna Commander,Eric,1,0.14
Temple of Mystery,March of the Machine Commander,Eric,1,0.14
Temple of Plenty,Midnight Hunt Commander,Eric,1,0.19
Temple of Plenty,Wilds of Eldraine Commander,Eric,1,0.14
Temple of Plenty,March of the Machine Commander,Eric,1,0.13
Temple of Silence,March of the Machine Commander,Eric,1,0.23
Temple of Silence,Outlaws of Thunder Junction Commander,Eric,1,0.15
Temple of the Dragon Queen,Adventures in the Forgotten Realms,Eric,1,0.48
Temple of the Dragon Queen,Adventures in the Forgotten Realms,Eric,1,0.28
Temple of the False God,March of the Machine Commander,Eric,2,0.12
Temple of the False God,Phyrexia: All Will Be One Commander,Eric,1,0.11
Temple of the False God,Crimson Vow Commander,Eric,1,0.10
Temple of the False God,Outlaws of Thunder Junction Commander,Eric,5,0.06
Temple of Triumph,Modern Horizons 3 Commander,Eric,1,0.12
Temple of Triumph,Outlaws of Thunder Junction Commander,Eric,1,0.12
Temple of Triumph,Dominaria United Commander,Eric,1,0.11
Temple of Triumph,Phyrexia: All Will Be One Commander,Eric,1,0.11
Temple of Triumph,March of the Machine Commander,Eric,1,0.10
Temporal Trespass,Assassin's Creed,Eric,2,3.13
Tempt with Mayhem,Modern Horizons 3 Commander,Eric,1,0.19
Ten Wizards Mountain,March of the Machine Commander,Eric,1,0.36
Tender Wildguide,Bloomburrow,Eric,1,0.58
Tentative Connection,Ikoria: Lair of Behemoths,Eric,1,0.03
Tenured Inkcaster,Outlaws of Thunder Junction Commander,Eric,1,0.07
Terminal Agony,Breaking News,Eric,1,0.05
Terminate,Assassin's Creed,Eric,7,0.99
Terminate,Forgotten Realms Commander,Eric,1,0.36
Terminate,Modern Horizons 3 Commander,Eric,1,0.28
Terramorphic Expanse,March of the Machine Commander,Eric,3,0.15
Terramorphic Expanse,Tales of Middle-earth Commander,Eric,1,0.13
Terramorphic Expanse,Lost Caverns of Ixalan Commander,Eric,1,0.10
Terramorphic Expanse,Modern Horizons 3 Commander,Eric,1,0.09
Terramorphic Expanse,Duskmourn: House of Horror,Eric,1,0.08
Territorial Maro,Dominaria United,Eric,1,0.03
Terror of Mount Velus,Forgotten Realms Commander,Eric,1,2.30
"Teshar, Ancestor's Apostle",Neon Dynasty Commander,Eric,1,0.25
Test of Talents,Strixhaven: School of Mages,Eric,1,0.13
"Tezzeret, Betrayer of Flesh",Kamigawa: Neon Dynasty,Eric,1,0.59
Tezzeret's Gambit,Modern Horizons 3 Commander,Eric,1,0.22
"Thalia, Guardian of Thraben",Multiverse Legends,Eric,1,0.46
Thaumaturge's Familiar,Theros Beyond Death,Eric,1,0.01
The Aesir Escape Valhalla,Assassin's Creed,Eric,2,0.19
The Aesir Escape Valhalla,Assassin's Creed,Eric,2,0.08
The Animus,Assassin's Creed,Eric,1,0.30
The Animus,Assassin's Creed,Eric,4,0.20
The Atropal Token,Adventures in the Forgotten Realms Tokens,Eric,1,0.08
"The Balrog, Durin's Bane",The Lord of the Rings: Tales of Middle-earth,Eric,1,0.36
"The Balrog, Flame of Udûn",Tales of Middle-earth Deluxe Commander Kit,Eric,2,0.21
The Battle of Bywater,The Lord of the Rings: Tales of Middle-earth,Eric,1,2.02
The Black Gate,Tales of Middle-earth Commander,Eric,1,8.21
The Blackstaff of Waterdeep,Adventures in the Forgotten Realms,Eric,1,0.22
The Blackstaff of Waterdeep,Adventures in the Forgotten Realms,Eric,1,0.12
The Book of Exalted Deeds,Adventures in the Forgotten Realms,Eric,1,5.75
The Caldaia,March of the Machine Commander,Eric,1,0.48
The Council of Four,Commander Legends: Battle for Baldur's Gate,Eric,1,0.43
The Council of Four,Commander Legends: Battle for Baldur's Gate,Eric,2,0.26
The Deck of Many Things,Adventures in the Forgotten Realms,Eric,1,4.83
The Fall of Lord Konda,Kamigawa: Neon Dynasty,Eric,1,0.05
The Gaffer,Tales of Middle-earth Commander,Eric,1,2.74
"The Gitrog, Ravenous Ride",Outlaws of Thunder Junction,Eric,1,2.72
The Grey Havens,The Lord of the Rings: Tales of Middle-earth,Eric,1,0.19
The Huntsman's Redemption,Wilds of Eldraine,Eric,1,0.16
The Irencrag,Wilds of Eldraine,Eric,1,0.25
The Long Reach of Night,Kamigawa: Neon Dynasty,Eric,1,0.06
The Modern Age,Kamigawa: Neon Dynasty,Eric,1,0.08
The Monarch,Commander Masters Tokens,Eric,1,0.20
The Monarch,Outlaws of Thunder Junction Commander Tokens,Eric,1,
The Monarch Card,Tales of Middle-earth Commander Tokens,Eric,2,0.93
The Monarch Card,Forgotten Realms Commander Tokens,Eric,1,0.19
The Monarch Card,Phyrexia: All Will Be One Commander Tokens,Eric,1,0.11
The One Ring,The Lord of the Rings: Tales of Middle-earth,Eric,1,56.47
The Ozolith,Ikoria: Lair of Behemoths,Eric,1,33.21
The Ozolith,Secret Lair Drop,Eric,1,29.22
The Raven's Warning,Kaldheim,Eric,1,0.11
The Reaver Cleaver,Modern Horizons 3 Commander,Eric,1,8.06
The Revelations of Ezio,Assassin's Creed,Eric,1,0.17
The Revelations of Ezio,Assassin's Creed,Eric,1,0.11
The Ring,Tales of Middle-earth Tokens,Eric,5,0.15
The Shattered States Era,Kamigawa: Neon Dynasty,Eric,1,0.02
The Shire,The Lord of the Rings: Tales of Middle-earth,Eric,1,1.90
The Skullspore Nexus,The Lost Caverns of Ixalan,Eric,1,5.86
The Spear of Leonidas,Assassin's Creed,Eric,3,1.43
The Tarrasque,Adventures in the Forgotten Realms,Eric,1,2.38
The Unspeakable,Duel Decks: Mind vs. Might,Eric,1,0.09
The Western Cloud,March of the Machine Commander,Eric,1,0.36
The Wilds,March of the Machine Commander,Eric,1,0.46
Theater of Horrors,Forgotten Realms Commander,Eric,1,0.21
"Théoden, King of Rohan",The Lord of the Rings: Tales of Middle-earth,Eric,4,0.03
There and Back Again,The Lord of the Rings: Tales of Middle-earth,Eric,1,2.68
Thieves' Tools,Adventures in the Forgotten Realms,Eric,1,0.17
Thieves' Tools,Commander Legends: Battle for Baldur's Gate,Eric,1,0.04
Think Twice,Foundations,Eric,1,0.04
Thinking Cap,Murders at Karlov Manor,Eric,1,0.03
Thirst for Knowledge,Kamigawa: Neon Dynasty,Eric,1,0.16
Thopter Assembly,March of the Machine Commander,Eric,1,0.19
Thopter Spy Network,Neon Dynasty Commander,Eric,1,0.45
Thopter Spy Network,March of the Machine Commander,Eric,1,0.34
Thopter Token,March of the Machine Tokens,Eric,2,0.16
Thopter Token,Neon Dynasty Commander Tokens,Eric,6,0.10
Thopter Token,Forgotten Realms Commander Tokens,Eric,3,0.07
Thopter Token,March of the Machine Commander Tokens,Eric,2,
Thopter Token,Modern Horizons 3 Commander Tokens,Eric,2,
Thopter Token,Phyrexia: All Will Be One Commander Tokens,Eric,1,
Thornado,Breaking News,Eric,2,0.05
Thornado,Breaking News,Eric,1,0.05
Thornplate Intimidator,Bloomburrow,Eric,2,0.03
Thornspire Verge,Duskmourn: House of Horror,Eric,1,6.95
Thornwood Falls,Tales of Middle-earth Commander,Eric,1,0.10
Thought Shucker,Bloomburrow,Eric,2,0.02
Thought Vessel,Tales of Middle-earth Commander,Eric,4,1.77
Thought-Stalker Warlock,Bloomburrow,Eric,1,0.08
Thoughtcast,Neon Dynasty Commander,Eric,1,0.79
Thoughtcast,March of the Machine Commander,Eric,1,0.78
Thousand Moons Crackshot,The Lost Caverns of Ixalan,Eric,1,0.03
Thousand Moons Infantry,The Lost Caverns of Ixalan,Eric,1,0.02
Thraben Inspector,Innistrad Remastered,Eric,1,0.07
Thrakkus the Butcher,Commander Legends: Battle for Baldur's Gate,Eric,1,0.31
Thrakkus the Butcher,Commander Legends: Battle for Baldur's Gate,Eric,1,0.08
Thran Portal,Dominaria United,Eric,1,1.57
Thran Power Suit,The Brothers' War,Eric,1,0.73
Thrashing Brontodon,The Lost Caverns of Ixalan,Eric,1,0.04
Three Tree Mascot,Bloomburrow,Eric,1,0.05
Three Tree Scribe,Bloomburrow,Eric,1,0.08
Thrill of Possibility,Foundations,Eric,1,0.05
Thrilling Discovery,Strixhaven: School of Mages,Eric,1,0.11
Thriving Heath,March of the Machine Commander,Eric,1,0.04
Thriving Isle,March of the Machine Commander,Eric,1,0.11
Thriving Moor,March of the Machine Commander,Eric,1,0.07
Throes of Chaos,Forgotten Realms Commander,Eric,1,0.08
Throne of the High City,Tales of Middle-earth Commander,Eric,1,0.14
Throw from the Saddle,Outlaws of Thunder Junction,Eric,1,0.06
Throw from the Saddle,Outlaws of Thunder Junction,Eric,2,0.05
Thunder Salvo,Outlaws of Thunder Junction,Eric,1,0.04
Thunderbreak Regent,Forgotten Realms Commander,Eric,1,1.61
Thundering Rebuke,Zendikar Rising,Eric,1,0.08
Thundering Sparkmage,Zendikar Rising,Eric,1,0.07
Thundertrap Trainer,Bloomburrow,Eric,1,0.89
Thunderwave,Commander Legends: Battle for Baldur's Gate,Eric,1,0.09
Tiamat,Adventures in the Forgotten Realms,Eric,1,29.51
Tiamat,Adventures in the Forgotten Realms,Eric,2,10.99
Tiamat's Fanatics,Commander Legends: Battle for Baldur's Gate,Eric,1,0.10
Ticket Booth // Tunnel of Hate,Duskmourn: House of Horror,Eric,1,0.04
Tidepool Turtle,Dominaria United,Eric,1,0.05
Tidings,Commander 2018,Eric,1,0.20
Tiger-Tribe Hunter,Adventures in the Forgotten Realms,Eric,1,0.05
Timber Paladin,Wilds of Eldraine Commander,Eric,1,0.12
Time Wipe,March of the Machine Commander,Eric,1,0.12
Timeless Lotus,Dominaria United,Eric,1,12.27
Timely Ward,Wilds of Eldraine Commander,Eric,1,0.66
"Timothar, Baron of Bats",Crimson Vow Commander,Eric,1,0.21
Tin Street Dodger,Ravnica Remastered,Eric,1,0.08
Tinker's Tote,The Lost Caverns of Ixalan,Eric,1,0.01
"Tinybones, Bauble Burglar",Foundations,Eric,1,0.61
Tireless Provisioner,Tales of Middle-earth Commander,Eric,1,1.99
Tireless Provisioner,March of the Machine Commander,Eric,1,1.94
Tireless Tracker,March of the Machine Commander,Eric,1,0.47
Titan's Strength,Double Masters 2022,Eric,1,0.15
